rep,learning_rate,epochs,hidden_units,optimizer,loss_function,train_accuracy,train_precision,train_recall,train_f1_score,train_roc_auc_score,train_auc,train_confusion_matrix,test_accuracy,test_precision,test_recall,test_f1_score,test_roc_auc_score,test_auc,test_confusion_matrix
0,0.01,50000,"[500, 500, 500]",Adam,binary_crossentropy,0.969306049822064,1.0,0.9730941704035875,0.9691826708351944,1.0,-1,"[[1094   39]
 [  30 1085]]",0.9233333333333333,1.0,0.5142857142857142,0.6101694915254237,1.0,-1,"[[259   6]
 [ 17  18]]"
0,0.01,50000,"[500, 500, 500]",Adagrad,binary_crossentropy,0.7166370106761566,1.0,0.6382737081203862,0.7792027729636049,0.9999999999999999,-1,"[[ 487    0]
 [ 637 1124]]",0.48333333333333334,1.0,0.1340782122905028,0.23645320197044334,1.0,-1,"[[121   0]
 [155  24]]"
0,0.01,50000,"[500, 500, 500]",SGD,binary_crossentropy,0.697508896797153,1.0,0.6338962605548853,0.7555715312724658,0.9999999999999999,-1,"[[ 517   73]
 [ 607 1051]]",0.47333333333333333,1.0,0.10119047619047619,0.17708333333333334,1.0,-1,"[[125   7]
 [151  17]]"
0,0.01,50000,"[1000, 1000, 1000]",Adam,binary_crossentropy,0.974644128113879,1.0,0.9525021204410518,0.9752496743378203,1.0,-1,"[[1068    1]
 [  56 1123]]",0.89,1.0,0.40425531914893614,0.5352112676056338,1.0,-1,"[[248   5]
 [ 28  19]]"
0,0.01,50000,"[1000, 1000, 1000]",Adagrad,binary_crossentropy,0.7749110320284698,1.0,0.7440758293838863,0.788284518828452,1.0,-1,"[[800 182]
 [324 942]]",0.6833333333333333,1.0,0.1414141414141414,0.22764227642276422,1.0,-1,"[[191  10]
 [ 85  14]]"
0,0.01,50000,"[1000, 1000, 1000]",SGD,binary_crossentropy,0.7001779359430605,1.0,0.7647058823529411,0.6585612968591692,1.0,-1,"[[924 474]
 [200 650]]",0.7966666666666666,1.0,0.23943661971830985,0.35789473684210527,1.0,-1,"[[222   7]
 [ 54  17]]"
0,0.01,100000,"[200, 200, 200]",Adam,binary_crossentropy,0.9506227758007118,1.0,0.9101214574898785,0.9529461636286561,1.0,-1,"[[1013    0]
 [ 111 1124]]",0.8633333333333333,1.0,0.34545454545454546,0.4810126582278481,1.0,-1,"[[240   5]
 [ 36  19]]"
0,0.01,100000,"[200, 200, 200]",Adagrad,binary_crossentropy,0.722864768683274,1.0,0.7214854111405835,0.7237250554323724,1.0,-1,"[[809 308]
 [315 816]]",0.6733333333333333,1.0,0.12244897959183673,0.19672131147540983,1.0,-1,"[[190  12]
 [ 86  12]]"
0,0.01,100000,"[200, 200, 200]",SGD,binary_crossentropy,0.6454626334519573,1.0,0.6083499005964215,0.6973034561336878,1.0,-1,"[[533 206]
 [591 918]]",0.49333333333333335,1.0,0.1,0.1739130434782609,1.0,-1,"[[132   8]
 [144  16]]"
0,0.01,100000,"[500, 500, 500]",Adam,binary_crossentropy,0.9653024911032029,1.0,0.9447278911564626,0.9660869565217391,0.9999999999999999,-1,"[[1059   13]
 [  65 1111]]",0.9033333333333333,1.0,0.4418604651162791,0.5671641791044777,1.0,-1,"[[252   5]
 [ 24  19]]"
0,0.01,100000,"[500, 500, 500]",Adagrad,binary_crossentropy,0.7531138790035588,1.0,0.6794952681388012,0.7951273532668881,1.0,-1,"[[ 616   47]
 [ 508 1077]]",0.56,1.0,0.14,0.24137931034482757,1.0,-1,"[[147   3]
 [129  21]]"
0,0.01,100000,"[500, 500, 500]",SGD,binary_crossentropy,0.7491103202846975,1.0,0.7372881355932204,0.7552083333333334,1.0,-1,"[[814 254]
 [310 870]]",0.6966666666666667,1.0,0.14736842105263157,0.23529411764705882,1.0,-1,"[[195  10]
 [ 81  14]]"
0,0.01,100000,"[1000, 1000, 1000]",Adam,binary_crossentropy,0.969306049822064,1.0,0.942162615255658,0.9702201122140699,1.0,-1,"[[1055    0]
 [  69 1124]]",0.9066666666666666,1.0,0.45,0.5625000000000001,1.0,-1,"[[254   6]
 [ 22  18]]"
0,0.01,100000,"[1000, 1000, 1000]",Adagrad,binary_crossentropy,0.7157473309608541,1.0,0.884310618066561,0.6358974358974359,1.0,-1,"[[1051  566]
 [  73  558]]",0.88,1.0,0.2,0.1818181818181818,1.0,-1,"[[260  20]
 [ 16   4]]"
0,0.01,100000,"[1000, 1000, 1000]",SGD,binary_crossentropy,0.6525800711743772,1.0,0.5944903581267218,0.7342633548826132,0.9999999999999999,-1,"[[ 388   45]
 [ 736 1079]]",0.37333333333333335,1.0,0.10576923076923077,0.1896551724137931,1.0,-1,"[[ 90   2]
 [186  22]]"
